tconst	primaryTitle	startYear	genres	actors	directors
tt3402236	Murder on the Orient Express	2017.0	['Crime', 'Drama', 'Mystery']	['nm0000110', 'nm0000353', 'nm5469396', 'nm9297442', 'nm4731610', 'nm0745860', 'nm0505404', 'nm1507556']	['nm0000110']
tt3405236	Raees	2017.0	['Action', 'Crime', 'Drama']	['nm0451321', 'nm1596350', 'nm4188433', 'nm6378385', 'nm5926431', 'nm0474609']	['nm1194320']
tt3410834	Allegiant	2016.0	['Action', 'Adventure', 'Mystery']	['nm3772243', 'nm0001099', 'nm5052065', 'nm1886602', 'nm2920533', 'nm0196654']	['nm0777881']
tt3411444	Ferdinand	2017.0	['Adventure', 'Animation', 'Comedy']	['nm1078479', 'nm0134072', 'nm0134072', 'nm5375420', 'nm3880523', 'nm9473160', 'nm9466911', 'nm0757858', 'nm0757858', 'nm0005438', 'nm1654778']	['nm0757858']
tt3416532	A Monster Calls	2016.0	['Adventure', 'Drama', 'Family']	['nm6484968', 'nm1527905', 'nm0600809', 'nm6866984', 'nm6449564', 'nm7052979', 'nm6247580']	['nm1291105']
tt3416742	What We Do in the Shadows	2014.0	['Comedy', 'Horror']	['nm1318596', 'nm0169806', 'nm1129962', 'nm1591353', 'nm2975042', 'nm0291740', 'nm1204940']	['nm1318596', 'nm0169806']
tt3416828	Ice Age: Collision Course	2016.0	['Adventure', 'Animation', 'Comedy']	['nm0005380', 'nm0001459', 'nm0000491', 'nm0917188', 'nm1103266', 'nm1183205', 'nm2796745', 'nm0272479', 'nm0339011']	['nm0862211']
tt3420504	Finch	2021.0	['Adventure', 'Drama', 'Sci-Fi']	['nm0000158', 'nm2655177', 'nm3311570', 'nm13098960']	['nm0764601']
tt3450958	War for the Planet of the Apes	2017.0	['Action', 'Adventure', 'Drama']	['nm0785227', 'nm0000437', 'nm0001872', 'nm1024953', 'nm0648153', 'nm1027678', 'nm1527905', 'nm2474632']	['nm0716257']
tt3460252	The Hateful Eight	2015.0	['Crime', 'Drama', 'Mystery']	['nm0000168', 'nm0000621', 'nm0324658', 'nm0065007', 'nm0000619', 'nm0000514', 'nm0001136', 'nm0662960']	['nm0000233']
tt3464902	The Lobster	2015.0	['Drama', 'Romance', 'Sci-Fi']	['nm0268199', 'nm0004355', 'nm7114240', 'nm0240948', 'nm7114241', 'nm7114242']	['nm0487166']
tt3469046	Despicable Me 3	2017.0	['Adventure', 'Animation', 'Comedy']	['nm0136797', 'nm0136797', 'nm0005295', 'nm1853544', 'nm1853544', 'nm1853544', 'nm0176869', 'nm0176869']	['nm0049633', 'nm1853544']
tt3470600	Sing	2016.0	['Animation', 'Comedy', 'Family']	['nm0000190', 'nm0532235', 'nm0000604', 'nm5473782', 'nm1134029', 'nm1134029']	['nm1134029']
tt3480822	Black Widow	2021.0	['Action', 'Adventure', 'Sci-Fi']	['nm1092086', 'nm0935653', 'nm1282966', 'nm0000458']	['nm0795153']
tt3488710	The Walk	2015.0	['Adventure', 'Biography', 'Drama']	['nm0330687', 'nm0001426', 'nm0197647', 'nm0197647', 'nm0796316', 'nm2023483', 'nm2023483', 'nm4301412', 'nm2355635', 'nm0884313', 'nm6644217']	['nm0000709']
tt3495026	Fan	2016.0	['Action', 'Drama', 'Thriller']	['nm0451321', 'nm0451321', 'nm0863171', 'nm8090525', 'nm8684987', 'nm5649144']	['nm1834891']
tt3498820	Captain America: Civil War	2016.0	['Action', 'Sci-Fi']	['nm0262635', 'nm0262635', 'nm0000375', 'nm0000375', 'nm1659221', 'nm1659221', 'nm1107001', 'nm1107001', 'nm0000332', 'nm0000332', 'nm0719637', 'nm0719637', 'nm1569276', 'nm1569276', 'nm0079273']	['nm0751577', 'nm0751648']
tt3501632	Thor: Ragnarok	2017.0	['Action', 'Adventure', 'Comedy']	['nm1165110', 'nm1089991', 'nm0749263', 'nm0749263', 'nm0252961', 'nm0000156', 'nm0881631', 'nm0000164', 'nm1212722']	['nm0169806']
tt3513498	The Lego Movie 2: The Second Part	2019.0	['Action', 'Adventure', 'Animation']	['nm0695435', 'nm0695435', 'nm0004715', 'nm0644406', 'nm0206359', 'nm0002071', 'nm0002071']	['nm0593610']
tt3513548	Richard Jewell	2019.0	['Biography', 'Crime', 'Drama']	['nm3236159', 'nm0005377', 'nm10263413', 'nm5573623', 'nm0337705', 'nm0687772', 'nm0358316', 'nm0327020']	['nm0000142']
tt3521126	The Disaster Artist	2017.0	['Biography', 'Comedy', 'Drama']	['nm0290556', 'nm0290556', 'nm2002649', 'nm2002649', 'nm0736622', 'nm1179677', 'nm1374980', 'nm1374980', 'nm1242688', 'nm1242688']	['nm0290556']
tt3521164	Moana	2016.0	['Adventure', 'Animation', 'Comedy']	['nm0425005', 'nm0607325', 'nm1318596', 'nm0876138', 'nm0876138', 'nm0452714', 'nm2290509']	['nm0166256', 'nm0615780']
tt3522806	Mechanic: Resurrection	2016.0	['Action', 'Adventure', 'Crime']	['nm0005458', 'nm0000169', 'nm1486831', 'nm0127362', 'nm1821091', 'nm0255811', 'nm4682028']	['nm0304541']
tt3530002	The Night Before	2015.0	['Comedy', 'Fantasy']	['nm0330687', 'nm0736622', 'nm1107001', 'nm0788335', 'nm1341364']	['nm1349522']
tt3531824	Nerve	2016.0	['Action', 'Adventure', 'Crime']	['nm2002649', 'nm1851028', 'nm0420384', 'nm0446622', 'nm6891629', 'nm5368452']	['nm1160962', 'nm1413364']
tt3532216	American Made	2017.0	['Action', 'Comedy', 'Crime']	['nm0000129', 'nm1727304', 'nm0687146', 'nm2655177', 'nm2338470', 'nm0553468', 'nm0593301']	['nm0510731']
tt3544112	Sing Street	2016.0	['Comedy', 'Drama', 'Music']	['nm6916321', 'nm0318821', 'nm2930503', 'nm2498053', 'nm7860900', 'nm7860901', 'nm7603308', 'nm0943614']	['nm0138809']
tt3553442	Whiskey Tango Foxtrot	2016.0	['Biography', 'Comedy', 'Drama']	['nm0293509', 'nm0000547', 'nm3571592', 'nm0000671', 'nm1002609', 'nm2913856', 'nm2797756']	['nm0275629', 'nm0720135']
tt3553976	Captain Fantastic	2016.0	['Comedy', 'Drama']	['nm0001557', 'nm1126657', 'nm5640595', 'nm6339026', 'nm0001872']	['nm0743671']
tt3554046	Space Jam: A New Legacy	2021.0	['Adventure', 'Animation', 'Comedy']	['nm1429908', 'nm0000332', 'nm9347978', 'nm7800057', 'nm8023946', 'nm11090489', 'nm8786575']	['nm0002700']
tt3567288	The Visit	2015.0	['Horror', 'Mystery', 'Thriller']	['nm4590837', 'nm0574513', 'nm2470365', 'nm1113773', 'nm0179647', 'nm4281945']	['nm0796117']
tt3569230	Legend	2015.0	['Biography', 'Crime', 'Drama']	['nm0362766', 'nm0362766', 'nm5473782', 'nm2167957', 'nm0001172', 'nm5980553', 'nm2959880', 'nm0268297', 'nm0283912']	['nm0001338']
tt3581652	West Side Story	2021.0	['Crime', 'Drama', 'Musical']	['nm5052065', 'nm3174725', 'nm0195421', 'nm1015684', 'nm4576311', 'nm10399506', 'nm10772681']	['nm0000229']
tt3605418	Knock Knock	2015.0	['Crime', 'Thriller']	['nm0000206', 'nm2746751', 'nm7646347', 'nm1482142', 'nm7823457']	['nm0744834']
tt3606752	Cars 3	2017.0	['Adventure', 'Animation', 'Comedy']	['nm0005562', 'nm0177933', 'nm0277213', 'nm1249256', 'nm2309517', 'nm1137136', 'nm0001724']	['nm0270263']
tt3606756	Incredibles 2	2018.0	['Action', 'Adventure', 'Animation']	['nm0005266', 'nm0005266', 'nm9133740', 'nm1747568', 'nm0644022', 'nm0000168', 'nm0000168', 'nm1520974']	['nm0083348']
tt3612616	Mommy	2014.0	['Drama']	['nm4608165', 'nm0399088', 'nm2531440', 'nm4444243']	['nm0230859']
tt3622592	Paper Towns	2015.0	['Adventure', 'Comedy', 'Drama']	['nm1822659', 'nm3641002', 'nm6819854', 'nm3752333']	['nm1500577']
tt3631112	The Girl on the Train	2016.0	['Crime', 'Drama', 'Mystery']	['nm0857620', 'nm1812656', 'nm1183149', 'nm1622660']	['nm0853238']
tt3640424	Allied	2016.0	['Action', 'Drama', 'Romance']	['nm0000093', 'nm0364813', 'nm1081121', 'nm0208756', 'nm0571264', 'nm0490306', 'nm0225944']	['nm0000709']
tt3647498	Blood Father	2016.0	['Action', 'Crime', 'Drama']	['nm0000154', 'nm0526019', 'nm0662981', 'nm0000513', 'nm0762153', 'nm3450051', 'nm3718379', 'nm4120006']	['nm0724938']
tt3659388	The Martian	2015.0	['Adventure', 'Drama', 'Sci-Fi']	['nm0000354', 'nm0001099', 'nm0671567', 'nm0000293', 'nm1659221', 'nm0377336', 'nm0252230']	['nm0000631']
tt3661210	The Dig	2021.0	['Biography', 'Drama', 'History']	['nm0000146', 'nm1926865', 'nm12145721', 'nm0916073', 'nm10706149', 'nm0928894', 'nm5770115', 'nm4661115']	['nm1404307']
tt3682448	Bridge of Spies	2015.0	['Drama', 'History', 'Thriller']	['nm0000158', 'nm0753314', 'nm0000257', 'nm0518511', 'nm0894141', 'nm2795735', 'nm0404427', 'nm0367176']	['nm0000229']
tt3691740	The BFG	2016.0	['Adventure', 'Family', 'Fantasy']	['nm0753314', 'nm1318596', 'nm1245863', 'nm0352778', 'nm0959963', 'nm0959963', 'nm0324134', 'nm0324134', 'nm1027678', 'nm1027678']	['nm0000229']
tt3704428	Elvis	2022.0	['Biography', 'Drama', 'Music']	['nm0000158', 'nm2581521', 'nm0746896', 'nm5123156', 'nm0920992', 'nm2240346', 'nm3478396', 'nm4223882']	['nm0525303']
tt3713166	Unfriended	2014.0	['Horror', 'Mystery', 'Thriller']	['nm4026000', 'nm3878725', 'nm3816797', 'nm3846106', 'nm3624195', 'nm4290140']	['nm0300174']
tt3715320	Irrational Man	2015.0	['Comedy', 'Crime', 'Drama']	['nm0001618', 'nm1369571', 'nm6617420', 'nm0680392']	['nm0000095']
tt3716530	Elle	2016.0	['Crime', 'Drama', 'Thriller']	['nm0480850', 'nm0075650', 'nm0075321', 'nm2997552']	['nm0000682']
tt3717252	Underworld: Blood Wars	2016.0	['Action', 'Fantasy', 'Thriller']	['nm3772243', 'nm0580014', 'nm0001097', 'nm0269077', 'nm0027800', 'nm3010926']	['nm0283816']
tt3717490	Power Rangers	2017.0	['Action', 'Adventure', 'Fantasy']	['nm4223882', 'nm5518972', 'nm3485108', 'nm0186505', 'nm0352778', 'nm2397866', 'nm4181215']	['nm2410311']
tt3731562	Kong: Skull Island	2017.0	['Action', 'Adventure', 'Fantasy']	['nm1089991', 'nm0000168', 'nm0000604', 'nm0000422', 'nm3659660', 'nm0651159', 'nm1527905', 'nm1527905', 'nm4207146']	['nm3611349']
tt3741700	Godzilla: King of the Monsters	2019.0	['Action', 'Adventure', 'Fantasy']	['nm0151419', 'nm0913822', 'nm0925966', 'nm0001097', 'nm3042755']	['nm1002424']
tt3741834	Lion	2016.0	['Biography', 'Drama']	['nm2353862', 'nm8061218', 'nm8066738', 'nm8610124', 'nm1596350']	['nm0204628']
tt3748172	Gerald's Game	2017.0	['Drama', 'Horror', 'Thriller']	['nm0339304', 'nm0835393', 'nm0001794', 'nm9040109', 'nm1530627']	['nm1093039']
tt3748528	Rogue One: A Star Wars Story	2016.0	['Action', 'Adventure', 'Sci-Fi']	['nm0526019', 'nm0876138', 'nm0947447', 'nm0422638', 'nm0578853', 'nm0377844', 'nm0001845', 'nm1981893', 'nm0586568']	['nm2284484']
tt3758172	Jungle	2017.0	['Action', 'Adventure', 'Biography']	['nm0705356', 'nm0470981', 'nm3887625', 'nm6567671', 'nm2064962', 'nm0464522', 'nm0089944']	['nm0572562']
tt3758542	Ferrari	2023.0	['Biography', 'Drama', 'History']	['nm3485845', 'nm13120148', 'nm0187361', 'nm5223738', 'nm13470824', 'nm5987206', 'nm9112374', 'nm5409495']	['nm0000520']
tt3766354	The Equalizer 2	2018.0	['Action', 'Crime', 'Thriller']	['nm0000243', 'nm0050959', 'nm5480894', 'nm0004730', 'nm0000597', 'nm0769157', 'nm3522652', 'nm9354673']	['nm0298807']
tt3774114	Snowden	2016.0	['Biography', 'Crime', 'Drama']	['nm0330687', 'nm0704270', 'nm0124964', 'nm0278755', 'nm2757852', 'nm4554036', 'nm0406975']	['nm0000231']
tt3774694	Love	2015.0	['Drama', 'Romance']	['nm3194762', 'nm7476955', 'nm7668950', 'nm0637615', 'nm0213424', 'nm0544947']	['nm0637615']
tt3778644	Solo: A Star Wars Story	2018.0	['Action', 'Adventure', 'Sci-Fi']	['nm2403277', 'nm0000437', 'nm2255973', 'nm6934058', 'nm0079273', 'nm0269463']	['nm0000165']
tt3783958	La La Land	2016.0	['Comedy', 'Drama', 'Music']	['nm0331516', 'nm0799777', 'nm3235876']	['nm3227090']
tt3794354	Sonic the Hedgehog	2020.0	['Action', 'Adventure', 'Comedy']	['nm2355635', 'nm0005188', 'nm0000120', 'nm1269723', 'nm2837384', 'nm0568180', 'nm0125148', 'nm0003964']	['nm1733778']
tt3799232	The Kissing Booth	2018.0	['Comedy', 'Romance']	['nm8624059', 'nm1525807', 'nm9833474', 'nm9833476', 'nm0421252', 'nm9833477']	['nm1479803']
tt3799694	The Nice Guys	2016.0	['Action', 'Comedy', 'Crime']	['nm0000128', 'nm0331516', 'nm0093589', 'nm0202966', 'nm3354041']	['nm0000948']
tt3808342	Son of Saul	2015.0	['Drama', 'War']	['nm2764022', 'nm4112928', 'nm0714455', 'nm1052273', 'nm2447960', 'nm6331244', 'nm7781150', 'nm0958192', 'nm1345937', 'nm4799891']	['nm1841577']
tt3811906	Malignant	2021.0	['Crime', 'Horror', 'Mystery']	['nm2965226', 'nm1831976', 'nm0166061', 'nm0008894']	['nm1490123']
tt3829266	The Predator	2018.0	['Action', 'Adventure', 'Sci-Fi']	['nm2933542', 'nm5218990', 'nm5016878', 'nm1221047', 'nm1250791', 'nm0005048', 'nm0654295', 'nm2941877', 'nm0000998']	['nm0000948']
tt3829920	Only the Brave	2017.0	['Action', 'Biography', 'Drama']	['nm0000982', 'nm1886602', 'nm0000313', 'nm0197647', 'nm2018237', 'nm0836176', 'nm3887625', 'nm0524745']	['nm2676052']
tt3846674	To All the Boys I've Loved Before	2018.0	['Comedy', 'Drama', 'Romance']	['nm3170207', 'nm4392718', 'nm6805740', 'nm3441152', 'nm0179173']	['nm0426287']
tt3848892	Baby	2015.0	['Action', 'Crime', 'Thriller']	['nm0474774', 'nm0219939', 'nm2281292', 'nm0451600', 'nm1946407', 'nm0451239', 'nm0839820', 'nm2671989']	['nm3109770']
tt3850214	Dope	2015.0	['Adventure', 'Comedy', 'Crime']	['nm4271336', 'nm1727825', 'nm5473880', 'nm2981935', 'nm0064193', 'nm0094170', 'nm3903943', 'nm1938751']	['nm0266622']
tt3850590	Krampus	2015.0	['Comedy', 'Fantasy', 'Horror']	['nm0004395', 'nm0462712', 'nm3492402', 'nm7201619']	['nm1002424']
tt3861390	Dumbo	2019.0	['Adventure', 'Family', 'Fantasy']	['nm0268199', 'nm0000474', 'nm0000362', 'nm0000273', 'nm9134452', 'nm0786022', 'nm1955257', 'nm0649046']	['nm0000318']
tt3863552	Bajrangi Bhaijaan	2015.0	['Action', 'Adventure', 'Comedy']	['nm0006795', 'nm0006795', 'nm1596350', 'nm0768296', 'nm0700875', 'nm0788903', 'nm0788903', 'nm6661769']	['nm1203138']
tt3874544	The Boss Baby	2017.0	['Adventure', 'Animation', 'Comedy']	['nm0000285', 'nm0000114', 'nm0453994', 'nm0001497', 'nm0001497', 'nm2857474', 'nm4642699', 'nm4642699', 'nm0970447', 'nm6534539']	['nm0569891']
tt3881784	Stronger	2017.0	['Biography', 'Drama']	['nm0350453', 'nm2887642', 'nm7865920', 'nm0164873', 'nm0000317', 'nm1180243']	['nm0337773']
tt3882082	The Boy	2016.0	['Horror', 'Mystery', 'Thriller']	['nm1140344', 'nm3609439', 'nm0636235', 'nm4466085', 'nm4810527', 'nm0908022']	['nm0068587']
tt3890160	Baby Driver	2017.0	['Action', 'Crime', 'Drama']	['nm5052065', 'nm1256532', 'nm0358316', 'nm8328714', 'nm3231814', 'nm0000228', 'nm1065096', 'nm1471085']	['nm0942367']
tt3892172	Leave No Trace	2018.0	['Adventure', 'Drama']	['nm0004936', 'nm9286880', 'nm9583795', 'nm1864734', 'nm4928273', 'nm9919722']	['nm0335138']
tt3896198	Guardians of the Galaxy Vol. 2	2017.0	['Action', 'Adventure', 'Comedy']	['nm0695435', 'nm0695435', 'nm1176985', 'nm0004874', 'nm0177896', 'nm0740264', 'nm0000230', 'nm0000621']	['nm0348181']
tt3915174	Puss in Boots: The Last Wish	2022.0	['Action', 'Adventure', 'Animation']	['nm0000104', 'nm2957490', 'nm0935653', 'nm4478685', 'nm1825214', 'nm0609944']	['nm3150455']
tt3922818	The Space Between Us	2017.0	['Drama', 'Romance', 'Sci-Fi']	['nm0000198', 'nm2633535', 'nm5904649', 'nm1956106', 'nm2889197', 'nm3479972']	['nm0155093']
tt3949660	Teenage Mutant Ninja Turtles: Out of the Shadows	2016.0	['Action', 'Adventure', 'Comedy']	['nm0004715', 'nm1347153', 'nm1854386', 'nm0279720', 'nm0397386', 'nm5293935', 'nm2024927', 'nm0974575']	['nm1757777']
tt3960412	Popstar: Never Stop Never Stopping	2016.0	['Comedy', 'Drama', 'Music']	['nm1676221', 'nm1672246', 'nm1676223', 'nm0005218', 'nm5412083', 'nm7254628']	['nm1676223', 'nm1672246']
tt3967856	Okja	2017.0	['Action', 'Adventure', 'Drama']	['nm0200452', 'nm0350453', 'nm1322404', 'nm3081796', 'nm2175143', 'nm2989873']	['nm0094435']
tt3986820	The Endless	2017.0	['Horror', 'Mystery', 'Sci-Fi']	['nm1823264', 'nm1918140', 'nm1693588', 'nm2421666', 'nm0854702', 'nm2472482', 'nm2028579']	['nm1918140', 'nm1823264']
tt4003440	The House That Jack Built	2018.0	['Crime', 'Drama', 'Horror']	['nm0000369', 'nm0004486', 'nm0001111', 'nm0571536', 'nm3377094', 'nm1968873']	['nm0001885']
tt4005402	Colonia	2015.0	['Biography', 'Drama', 'History']	['nm0117709', 'nm0638824', 'nm1099188', 'nm0957178', 'nm0943487', 'nm7137109']	['nm0302780']
tt4016934	The Handmaiden	2016.0	['Drama', 'Romance', 'Thriller']	['nm1978402', 'nm2437361', 'nm6771561']	['nm0661791']
tt4034228	Manchester by the Sea	2016.0	['Drama']	['nm0000729', 'nm0151419', 'nm2348627', 'nm7164242', 'nm0232426', 'nm0376610']	['nm0518836']
tt4034354	Swiss Army Man	2016.0	['Comedy', 'Drama', 'Fantasy']	['nm0200452', 'nm0705356', 'nm2361928', 'nm0343478', 'nm7874447', 'nm7656390', 'nm1503403']	['nm3453283', 'nm3215397']
tt4044364	Citizenfour	2014.0	['Biography', 'Documentary']	[]	['nm0688636']
tt4046784	Maze Runner: The Scorch Trials	2015.0	['Action', 'Adventure', 'Sci-Fi']	['nm3729721', 'nm1032473', 'nm0002064', 'nm3859624', 'nm2766708', 'nm1601104', 'nm5015107']	['nm1226871']
tt4048272	Toni Erdmann	2016.0	['Comedy', 'Drama']	['nm0800638', 'nm0937000', 'nm2457436', 'nm2012595', 'nm1090879']	['nm0011752']
tt4052882	The Shallows	2016.0	['Action', 'Drama', 'Horror']	['nm1049982', 'nm8395137', 'nm8238078', 'nm0191442', 'nm8238079', 'nm5362879']	['nm1429471']
tt4062536	Green Room	2015.0	['Crime', 'Horror', 'Music']	['nm0947338', 'nm0001772', 'nm3771184', 'nm4360085', 'nm3664430', 'nm0916406', 'nm0086301', 'nm1468061']	['nm1099918']
tt4080728	A Man Called Ove	2015.0	['Comedy', 'Drama', 'Romance']	['nm0489858', 'nm1480656', 'nm7509932', 'nm5048087', 'nm2776085', 'nm0351349', 'nm0927092']	['nm0391502']
tt4094724	The Purge: Election Year	2016.0	['Action', 'Horror', 'Sci-Fi']	['nm0342029', 'nm0932112', 'nm1928515', 'nm0785352', 'nm0388064', 'nm0001717', 'nm0634218']	['nm0218621']
tt4116284	The Lego Batman Movie	2017.0	['Action', 'Adventure', 'Animation']	['nm0004715', 'nm0004715', 'nm0148418', 'nm0148418', 'nm0000146', 'nm0302108', 'nm1727621', 'nm0005277', 'nm0072476']	['nm0003021']
tt4123430	Fantastic Beasts: The Crimes of Grindelwald	2018.0	['Adventure', 'Family', 'Fantasy']	['nm1519666', 'nm0283945', 'nm0000136', 'nm2295590', 'nm0745051', 'nm4360085', 'nm0725701']	['nm0946734']
tt4123432	Fantastic Beasts: The Secrets of Dumbledore	2022.0	['Adventure', 'Family', 'Fantasy']	['nm1519666', 'nm0000179', 'nm3009232', 'nm0283945', 'nm0586568', 'nm5438664']	['nm0946734']
tt4126476	After	2019.0	['Drama', 'Romance']	['nm2842005', 'nm4003553', 'nm6341784', 'nm4511271', 'nm2394568']	['nm1788310']
tt4136084	Florence Foster Jenkins	2016.0	['Biography', 'Comedy', 'Drama']	['nm0000424', 'nm0374865', 'nm0870199', 'nm0179680', 'nm1605114', 'nm0354069', 'nm0785938']	['nm0001241']
tt4139124	Keanu	2016.0	['Action', 'Comedy', 'Crime']	['nm1221047', 'nm1221047', 'nm1443502', 'nm1443502', 'nm0541218', 'nm2888524', 'nm4207146', 'nm4263361', 'nm0350079', 'nm0287182']	['nm1534595']
tt4139588	Polar	2019.0	['Action', 'Crime', 'Thriller']	['nm0586568', 'nm0524240', 'nm0537631', 'nm3730089', 'nm4145157']	['nm0959774']
tt4154664	Captain Marvel	2019.0	['Action', 'Adventure', 'Sci-Fi']	['nm0000168', 'nm0578853', 'nm0578853', 'nm0000179', 'nm0005023', 'nm1195855', 'nm0163988']	['nm1349818', 'nm0281396']
tt4154756	Avengers: Infinity War	2018.0	['Action', 'Adventure', 'Sci-Fi']	['nm0000375', 'nm0000375', 'nm1165110', 'nm0749263', 'nm0749263', 'nm0262635', 'nm0262635', 'nm0000332', 'nm0000332', 'nm1212722', 'nm4043618', 'nm4043618', 'nm1569276', 'nm1569276']	['nm0751577', 'nm0751648']
tt4154796	Avengers: Endgame	2019.0	['Action', 'Adventure', 'Drama']	['nm0000375', 'nm0000375', 'nm0262635', 'nm0262635', 'nm0749263', 'nm0749263', 'nm1165110', 'nm0719637', 'nm0719637', 'nm0000332', 'nm0000332', 'nm0748620', 'nm0748620', 'nm1212722', 'nm1569276', 'nm1569276']	['nm0751577', 'nm0751648']
tt4158096	Free Fire	2016.0	['Action', 'Comedy', 'Crime']	['nm1663205', 'nm2309517', 'nm0614165', 'nm0162281', 'nm0727165', 'nm0806968', 'nm1959501', 'nm0852965', 'nm2930503']	['nm1296554']
tt4160708	Don't Breathe	2016.0	['Crime', 'Horror', 'Thriller']	['nm0002332', 'nm1910255', 'nm4683167', 'nm1139358', 'nm5085246']	['nm1793079']
tt4169250	M.S. Dhoni: The Untold Story	2016.0	['Biography', 'Drama', 'Sport']	['nm3818286', 'nm0451600', 'nm0788903', 'nm1122912', 'nm2227818']	['nm14112827', 'nm3109770']
tt4172430	13 Hours: The Secret Soldiers of Benghazi	2016.0	['Action', 'Drama', 'History']	['nm1024677', 'nm1032567', 'nm0197647', 'nm0219292', 'nm1047883', 'nm0242882', 'nm0182345', 'nm1818216', 'nm0504762']	['nm0000881']
tt4176826	Look Who's Back	2015.0	['Comedy', 'Drama', 'Fantasy']	['nm0557908', 'nm8069181', 'nm8069182', 'nm8069183', 'nm3387284', 'nm0123974', 'nm2083561', 'nm0748964']	['nm1177494']
tt4178092	The Gift	2015.0	['Drama', 'Mystery', 'Thriller']	['nm0000867', 'nm0249291', 'nm0341377', 'nm0493797', 'nm3354041', 'nm0682495']	['nm0249291']
tt4190530	Anthropoid	2016.0	['Action', 'Drama', 'History']	['nm1946193', 'nm0614165', 'nm1340370', 'nm0379239', 'nm1382210', 'nm1675068', 'nm0233949', 'nm0429363']	['nm1193346']
tt4196776	Jason Bourne	2016.0	['Action', 'Thriller']	['nm0000354', 'nm0000169', 'nm0001993', 'nm1981893', 'nm1017951', 'nm0791864', 'nm0131966', 'nm0452385']	['nm0339030']
tt4209788	Molly's Game	2017.0	['Biography', 'Crime', 'Drama']	['nm0252961', 'nm0000126', 'nm0148418', 'nm0834989', 'nm1483369', 'nm0533323', 'nm0195421', 'nm0131966', 'nm0001295']	['nm0815070']
tt4218572	Widows	2018.0	['Crime', 'Drama', 'Thriller']	['nm0000553', 'nm1256532', 'nm2636310', 'nm0331560', 'nm9351801']	['nm2588606']
tt4225622	The Babysitter	2017.0	['Comedy', 'Horror']	['nm6237346', 'nm2064412', 'nm4392718', 'nm0355088', 'nm0547800']	['nm0629334']
tt4226388	Victoria	2015.0	['Crime', 'Drama', 'Romance']	['nm1035643', 'nm4453291', 'nm2916919', 'nm1090576', 'nm0377333', 'nm5457972', 'nm2679849', 'nm2968057']	['nm0771923']
tt4244994	The Last Duel	2021.0	['Action', 'Drama', 'History']	['nm0000354', 'nm3485845', 'nm0000255', 'nm3867299', 'nm0190744', 'nm0396908', 'nm0183122', 'nm13009138']	['nm0000631']
tt4244998	Alpha	2018.0	['Action', 'Adventure', 'Drama']	['nm2240346', 'nm1778512', 'nm5105099', 'nm0401638', 'nm5614461', 'nm0000151', 'nm10863266']	['nm0400436']
tt4263482	The Witch	2015.0	['Drama', 'Fantasy', 'Horror']	['nm0408591', 'nm0724995', 'nm4308860', 'nm3453433', 'nm5986523']	['nm3211470']
tt4273800	The Good Nurse	2022.0	['Biography', 'Crime', 'Drama']	['nm1519666', 'nm2869419', 'nm14163857', 'nm7062106']	['nm2105585']
tt4276820	The Founder	2016.0	['Biography', 'Drama']	['nm0000474', 'nm0644406', 'nm0002253', 'nm1145983', 'nm6119252', 'nm0933940', 'nm0975225']	['nm0359387']
tt4281724	Terrifier	2016.0	['Horror', 'Thriller']	['nm7476686', 'nm3109128', 'nm1388699', 'nm1076461', 'nm4738404']	['nm2093171']
tt4287320	The Circle	2017.0	['Drama', 'Mystery', 'Sci-Fi']	['nm0000158', 'nm3915784', 'nm1294664', 'nm0000200', 'nm0065059', 'nm1682319', 'nm6974206']	['nm1242054']
tt4302938	Kubo and the Two Strings	2016.0	['Action', 'Adventure', 'Animation']	['nm3280686', 'nm0000190', 'nm0000146', 'nm0846480', 'nm0001786']	['nm1325899']
tt4332232	Fractured	2019.0	['Drama', 'Mystery', 'Thriller']	['nm0941777', 'nm0864997', 'nm2756213', 'nm0797587', 'nm0115436', 'nm2716722']	['nm0026442']
tt4361050	Ouija: Origin of Evil	2016.0	['Drama', 'Horror', 'Mystery']	['nm0001794', 'nm3915884', 'nm0427964', 'nm0027402']	['nm1093039']
tt4364194	The Peanut Butter Falcon	2019.0	['Adventure', 'Comedy', 'Drama']	['nm5789377', 'nm0001136', 'nm0479471', 'nm0002006', 'nm9155869', 'nm1256532', 'nm2591283', 'nm0370035']	['nm2436566', 'nm1916835']
tt4385888	20th Century Women	2016.0	['Comedy', 'Drama']	['nm0001082', 'nm6722749', 'nm5242828', 'nm0958206']	['nm0590122']
tt4387040	Airlift	2016.0	['Action', 'Drama', 'History']	['nm0474774', 'nm1122912', 'nm1388463', 'nm4189429', 'nm0451281', 'nm1011408', 'nm0467868']	['nm1329166']
tt4425200	John Wick: Chapter 2	2017.0	['Action', 'Crime', 'Thriller']	['nm0000206', 'nm1249052', 'nm0574534', 'nm0996669', 'nm0714698', 'nm0000401', 'nm1708414', 'nm0000491']	['nm0821432']
tt4430212	Drishyam	2015.0	['Crime', 'Drama', 'Mystery']	['nm0222426', 'nm0438494', 'nm6226780', 'nm1416011', 'nm1416918', 'nm7648615']	['nm1723225']
tt4438848	Neighbors 2: Sorority Rising	2016.0	['Comedy']	['nm0736622', 'nm1374980', 'nm0054697', 'nm2002649', 'nm4273797', 'nm2395586']	['nm0831557']
